705, 684
476,131,486,128,495,126,505,123,515,121,524,118,534,116,550,121,568,119,596,100,606,98,615,95,625,93,635,90,644,88,654,85,664,83
426,94,435,100,443,105,452,110,460,115,469,121,477,126,509,146,551,154,581,191,589,196,598,202,606,207,615,212,623,217,632,223
234,210,244,209,254,209,264,208,274,208,284,207,294,207,304,206,314,206,324,205,334,205,374,214,393,212,424,218,480,198,490,198,500,197,510,197,520,196,530,196,540,195,550,195,560,194,570,194,580,193
417,223,427,223,437,224,447,224,457,225,467,225,477,226,487,226,497,227,507,227,517,228,536,227,551,248,560,246,578,226,637,244,678,234,690,237,700,238,705,238
367,315,377,315,387,314,397,314,407,313,417,313,427,312,437,312,447,311,457,311,467,310,477,311,489,303,502,304,517,296,530,302,559,305,569,304,579,304,589,303,599,303,609,302,619,302,629,301,639,301,649,300,659,300
1,331,9,336,18,341,31,354,62,365,76,362,87,388,177,437,201,458,237,471,246,476,254,481,263,486,271,491,280,497,289,502,297,507,306,512,314,517,323,522
32,347,42,348,52,349,62,351,71,352,81,353,91,354,101,355,111,357,121,358,131,359,266,356,487,406,518,407,559,417,584,411,607,417,617,418,627,419,637,421,647,422,657,423,667,424,676,425,686,427,696,428,705,429
211,536,221,536,231,537,241,537,251,538,261,538,271,539,281,539,291,540,301,540,311,541,339,534,401,540,443,538,456,542,488,538,516,557,538,553,548,554,558,554,568,555,578,555,588,556,598,556,608,557,618,557,628,558,638,558
161,394,171,395,181,397,190,398,200,399,210,400,220,401,230,402,240,404,250,405,260,406,268,416,289,402,311,412,321,413,331,414,341,416,351,417,361,418,371,419,381,420,390,421,400,423,410,424
